source,reference,prediction,bleu,comet
"Parteichef Sigmar Gabriel signalisiert erst mal vorsichtig Gesprächsbereitschaft und sagt: ""Die SPD ist bereit, über alles zu reden, was dazu beiträgt, die Sicherheit weiter zu erhöhen"".","SPD Head Sigmar Gabriel showed that the party was happy to discuss the issue, albeit sensitively at first, saying that ""the SPD is prepared to discuss anything that will increase security further.""","Party leader Sigmar Gabriel cautiously signals willingness to talk and says: ""The SPD is willing to talk about everything that contributes to further increasing security"".",3.63,0.8436
"Die Polizei in Grand Junction, der größten Stadt des Landkreises, zeigt Erwachsene für den Besitz kleinerer Mengen nicht länger an.","The police in Grand Junction, the county's largest city, are no longer citing adults for possession of small amounts.","Police in Grand Junction, the county's largest city, no longer show adults for possession of small amounts.",65.74,0.8353
"Die Eröffnung ist für September 2019 vorgesehen, zum Start des nächsten Kindergartenjahres.","The opening is planned for September 2019, the start of the next kindergarten year.","The opening is scheduled for September 2019, to coincide with the start of the next kindergarten year.",56.85,0.9286
"Nach zwei Pressetagen wird Bundeskanzlerin Angela Merkel die 66. Internationale Automobil-Ausstellung unter dem Motto ""Mobilität verbindet"" am Donnerstag offiziell eröffnen.","After two press days, Chancellor Angela Merkel will officially open the 66th International Automobile Exhibition, whose motto is ""Mobility Connects"", on Thursday.","After two press days, Federal Chancellor Angela Merkel will officially open the 66th International Motor Show on Thursday under the motto ""Mobility unites"".",46.84,0.8747
"Wir wissen alle, sagte der Sprecher des Ölministeriums, Assam Jihad, dass China auf dem Weg ist, einer der Großen der Weltwirtschaft sowie eine Technologiemacht zu werden.","We all know that China is on track to become a major economic as well as technological power, Oil Ministry spokesman Assam Jihad said.","We all know that China is on its way to becoming one of the greats of the world economy and a technological power, said the oil ministry spokesman, Assam Jihad.",24.73,0.8522
"Der oberste Richter John Roberts schlug sich auf die Seite der vier liberaleren Mitglieder der Kammer, während die Richter Scalia, Thomas, Alito und Kennedy dagegen entschieden.","Chief Justice John Roberts sided with the four more liberal members of the court while Justices Scalia, Thomas, Alito and Kennedy dissented.","Chief Justice John Roberts sided with the four liberal members of the court, while Justices Scalia, Thomas, Alito and Kennedy dissented.",81.82,0.9242
"""Es ist merkwürdig, wie das System zerfällt, seitdem man drastische Maßnahmen ergriffen hat"", witzelt Jacques Duchesneau, Abgeordneter in Quebec und ehemaliger Leiter der Polizei von Montreal.","""It is curious how the system is crumbling since we took drastic measures"" says Jacques Duchesneau ironically, a Quebec politician and former Montreal Chief of Police.","""It's funny how the system breaks down since drastic measures have been taken,"" jokes Jacques Duchesneau, a Quebec MP and former Montreal police chief.",13.29,0.8707
"Das gilt aber nicht für die, die verdächtigt werden, der Bewegung des Predigers Fethullah Gülen anzugehören, den man für den Putschversuch verantwortlich macht.","This does not apply to those people suspected of being followers of the imam Fethulla Gülen, who is believed to be responsible for the attempted coup.","But this does not apply to those suspected of belonging to the movement of preacher Fethullah Gülen, who is blamed for the coup attempt.",26.56,0.8741
"Es kann nicht erklären, weshalb Anwar al-Awlaki, ein US-amerikanischer Staatsbürger, ohne Verfahren ermordet wurde, noch weshalb die öffentlichen Finanzierungs- und Ausgabegrenzen während der Präsidentschaftswahlen umgangen werden.","It cannot account for assassinating Anwar al-Awlaki, an American citizen, without a trial, nor shirking public funding and spending limits during presidential campaigns.","It cannot explain why Anwar al-Awlaki, an American citizen, was assassinated without due process, nor why public funding and spending limits were circumvented during the presidential campaign.",35.14,0.8824
"Das Parlament muss verfahrenstechnisch noch dem Einsatz des Militärs noch zustimmen, der für nächste Woche erwartet wird, aber Reporter von Associated Press haben an der Grenze schwer bewaffnete Soldaten mit Fahrzeugen und Hunden bereits tagelang gesehen.","Technically, parliament must still approve the deployment of the military, expected next week, but Associated Press reporters at the border have seen heavily armed military personnel with vehicles and dogs for days.","Parliament still needs to approve the use of military force, which is expected next week, but Associated Press reporters have seen heavily armed soldiers patrolling the border with vehicles and dogs for days.",45.98,0.8817
"Unabhängig davon, ob man sich Ihnen von vorne oder von hinten nähert wird Ihnen dieses Video zeigen, wie Sie für Ihren Räuber den Spieß umdrehen.","Whether you're approached from in front or behind, this video will show you how to turn the tables on your mugger.","Whether you approach from the front or the back, this video will show you how to turn the tables on your mugger.",64.62,0.8771
"Nachdem er deutlich alkoholisiert dem erteilten Platzverweis durch die Polizei nicht nachkam, musste er die Nacht bei der Polizeiinspektion Kulmbach in der Haftzelle verbringen.","After clearly under the influence of alcohol he did not comply with the police order to vacate the premises, he had to spend the night in the detention cell in the police station of Kulmbach.","After he was clearly drunk and did not comply with the police's warning to leave, he had to spend the night in custody at the police station in Kulmbach.",34.25,0.8278
"Das Gesundheitsministerium sagte, dass außerdem insgesamt 394 Menschen verletzt wurden, nachdem der Kran stürzte",The Health Ministry said a total of 394 people were also injured after the crane crashed down,The Health Ministry said a total of 394 people were injured after the crane collapsed,70.04,0.9223
Nach der kanadischen Krebsgesellschaft sind die Studien zu Vitamin E widersprüchlich.,"Studies on vitamin E are contradictory, according to the SCC.","According to the Canadian Cancer Society, the studies on vitamin E are contradictory.",30.13,0.8874
"Eine Einigung könnte bereits in dieser Woche verkündet werden, sagten die Quellen am Sonntag und warnten, dass die Gespräche aber auch ergebnislos enden könnten.","An agreement may be announced as early as this week, the sources said on Sunday, cautioning that the talks could still fall apart.","An agreement could be announced as early as this week, sources said on Sunday, warning that the talks could also fail.",52.19,0.913
"Es handelt sich um ein Problem, das gelöst werden muss – so die interviewten Journalisten – wenn man verhindern will, dass der traditionelle Journalismus, wie das grosse Publikum ihn versteht, nicht wesentlich schrumpft.","It's a problem that needs to be resolved, according to the journalists interviewed, if we do not want that traditional journalism as it is understood by the general public is substantially diminished.","It is a problem that needs to be solved – according to the interviewed journalists – in order to prevent traditional journalism, as the general public understands it",22.92,0.7698
"Ein besonders Dankeschön richtete der Vorstand an das Team von Vereinswirtin Ange Pier-Ribbert, das einmal mehr ein Menü der Extraklasse gezaubert hatte und an Gerda Pier-Ribbert für die Tischdekoration.","The Board of Directors gave special thanks to the team managed by innkeeper, Ange Pier-Ribbert, which once again delighted those present with a top class menu, and to Gerda Pier-Ribbert for the table decorations.","A special thank you went to the team of club hostess Ange Pier-Ribbert, who once again conjured up a menu of the highest",7.05,0.6458
"Das Memo der Botschaft enthält Beschreibungen von Männern, die mit mit Koffern, die vermutlich voll mit Geld waren, in den Kreml gehen.","The embassy memo relays reports of men taking suitcases, presumably stuffed with cash, into the Kremlin itself.","The embassy memo describes men going into the Kremlin with suitcases, which were likely full of money.",15.12,0.8587
"Trotz des seitens bestimmter Auslandsregierungen ausgeübten Druckes hatte die Wahlkommission die Deadline, die auf Mittwoch um Mitternacht festgelegt war, drei Tage nach der Wahl am Sonntag, ohne Veröffentlichkung der Ergebnisse verstreichen lassen.","Despite pressures exerted by certain foreign governments, the electoral commission has allowed th target date of Wednesday midnight to pass, without publishing the results three days after the Sunday voting.","Despite pressure from some foreign governments, the election commission allowed the deadline, set for Wednesday midnight, to pass three days after Sunday's vote, without",14.2,0.7335
"""Entsprechend der angebotenen Ansprüche wird die Reihenfolge der potenziellen Erwerber festgelegt, anschließend überträgt der Bodenfonds das Grundstück auf die Person mit dem höchsten Angebot"", erklärt die Sprecherin des Fonds.","""By the claims offered the order of the acquirers is set and Land Fund then transfers the land to the person who offered the highest claims,"" said fund spokesman.","""The order of potential buyers is determined according to the claims offered, and then the land fund transfers the property to the person with the highest offer",11.28,0.8511
