source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Die Weltmeister Thomas Müller und Mario Götze haben dem FC Bayern im Hexenkessel von Piräus einen Traumstart in die ""Mission Mailand"" beschert.","World champions Thomas Müller and Mario Götze brought about a dream start to their ""Milan Mission"" in the seething cauldron at Pireaus.","The world champions Thomas Müller and Mario Götze have given the FC Bayern a dream start in the ""Mission Milan"" in the hexagon of Piraeus.",The world champions Thomas Müller and Mario Götze have given FC Bayern a dream start in the 'Mission Milan' in the Piraeus hexagon.,The world champions Thomas Müller and Mario Götze have given FC Bayern a dream start in the cauldron of Piraeus in the mission to Milan.,0.741,26.95,26.29,26.61,-0.33999999999999986,0.6729,0.6776,0.7674,0.09449999999999992
"UNO-Generalsekretär Ban Ki-moon hat die ""unverzügliche"" Veröffentlichung der Ergebnisse der Präsidentschaftswahl der Elfenbeinküste direkt nach deren Fristablauf gefordert.","The UNO Secretary-General, Ban Ki-moon, has called for the publication ""without delay"" of the results of the Ivory Coast presidential election, on the expiry of the set period.","UN Secretary-General Ban Ki-moon has demanded the ""immediate"" publication of the results of the presidential election in Côte d'Ivoire directly after the expiry of the deadline.",UN Secretary-General Ban Ki-moon has called for the 'immediate' publication of the results of the presidential election in Côte d'Ivoire as soon as the deadline has expired.,UN Secretary-General Ban Ki-moon has called for the 'immediate' publication of the results of the presidential election in Côte d'Ivoire as soon as the deadline has expired.,0.741,22.08,21.1,21.1,-0.9799999999999969,0.8482,0.8422,0.8422,-0.006000000000000005
"Aber ihr Vorschlag, wenn auch etwas versüßt, wurde angenommen. In den nächsten Monaten werden wir an der Reform der Europäischen Union, die diese Maßnahmen ab 2013 ermöglichen soll, teilhaben.","But her proposal, although somewhat sweetened, has been approved and, in the next months, we would have to attend the process of reform of the Union that makes possible those measures starting with 2013.","However, her proposal, although a little sweetened, was accepted. In the next few months we will participate in the reform of the European Union, which will enable these measures from 2013.","However, their proposal, although somewhat sweetened, was accepted. In the next few months, we will be taking part in the reform of the European Union, which is supposed to make these measures possible from 2013 onwards.","However, their proposal, although somewhat sweetened, was accepted. In the next few months, we will be taking part in the reform of the European Union, which is supposed to make these measures possible from 2013 onwards.",0.741,13.03,19.8,19.8,6.770000000000001,0.8359,0.8343,0.8343,-0.0015999999999999348
"""Wir glauben nicht an eine Regulierung durch Gerichtsverfahren, und wir nehmen Fristen ernst.","""We do not believe in regulation through litigation, and we take deadlines seriously.","""We do not believe in a regulation through court proceedings, and we take deadlines seriously.","We do not believe in regulation through the courts, and we take deadlines seriously.","We do not believe in regulation through the courts, and we take deadlines seriously. Response: the translation accurately captures the meaning",0.741,62.69,74.48,47.91,-14.780000000000001,0.9161,0.9256,0.7939,-0.12219999999999998
"Fünf Minuten später ist eine zweite, etwa dreissigjährige Person gekommen, durch Schnittwunden verletzt.","Five minutes later, a second person arrived, aged around thirty, with knife wounds.","Five minutes later, a second, about thirty-year-old person has come, injured by cut wounds.","Five minutes later, a second, about thirty-year-old person came in, with cut wounds.","Five minutes later, a second, approximately",0.741,32.23,36.45,22.96,-9.269999999999996,0.8001,0.8474,0.3413,-0.45880000000000004
Er sei jedoch berührt von der weltweiten Reaktion auf „meinen Akt der politischen Meinungsäußerung“.,"However he said that he was heartened by the worldwide response to ""my act of political expression.""","However, he is touched by the worldwide reaction to “my act of political expression”.","He was, however, touched by the worldwide reaction to 'my political statement'.","He was, however, moved by the worldwide reaction to my act of political expression.Initial analysis: The German ""meinen Akt der politischen Meinungsäußerung"" should be ""my act of political expression"" not ""my political statement"" - ""Akt"" means action, not statement. The phrase ""weltweite Reaktion"" should be ""worldwide reaction"" not ""worldwide reaction"" - the target uses ""worldwide"" twice for emphasis. The word ""berührt"" should be ""moved"" not ""touched"" - this is about emotional impact, not physical contact",0.741,13.55,8.66,6.76,-6.790000000000001,0.8973,0.8351,0.489,-0.4083
"Umweltschützer hassen sie, aber Arbeitsmärkte lieben sie, denn sie schätzen, dass die Pipeline 20.000 Arbeitsplätze schafft.","It is hated by environmentalists but loved by labor groups, who have banked on the estimated 20,000 jobs tied to the pipeline.","Environmentalists hate them, but labor markets love them, because they appreciate that the pipeline will create 20,000 jobs.","Environmentalists hate them, but they love labour markets, because they know that the pipeline will create 20,000 jobs.","Environmentalists hate them, but they love labour markets, because they know that the pipeline will create 20,000 jobs.",0.741,5.3,5.12,5.12,-0.17999999999999972,0.8635,0.8337,0.8337,-0.02980000000000005
"Die hätten ihr eine dicke Faust gezeigt, wenn sie nicht aufpasste!","They'd show her a thick fist, if she wasn't careful!",They would have shown her a thick fist if she hadn't been careful!,They would have given her a thick ear if she had not been careful!,They would have given her a slap in the face if she hadn't been paying attention!,0.741,24.02,14.38,6.84,-17.18,0.8783,0.5901,0.7341,-0.1442
HP beschäftigte zum Ende des Geschäftsjahres 2013/14 noch rund 302.000 Mitarbeiter.,"At the end of the 2013/14 business year HP still employed around 302,000 staff.","HP employed at the end of the business year 2013/14 still around 302,000 employees.","At the end of the financial year 2013/14, HP employed around 302,000 people.","At the end of the fiscal year 2013/2014, HP employed approximately 302,000 employees.",0.741,27.25,37.42,28.18,0.9299999999999997,0.9007,0.927,0.9133,0.012600000000000056
"Die Vorbereitung dieses Projekts nahm ein ganzes Jahr in Anspruch, wobei die Gesellschaft Economy Rating bei der Antragsabwicklung tatkräftige Hilfe leistete.",Preparation of the project lasted one year and the Economy Rating Company helped with the applications for grant significantly.,"The preparation of this project took a whole year, during which Economy Rating provided active support in the application process.","The preparation of this project took a whole year, during which Economy Rating was very helpful in the preparation of the application.","The preparation of this project took a whole year, during which Economy Rating was very helpful in the preparation of the application.",0.741,4.72,5.29,5.29,0.5700000000000003,0.8646,0.8438,0.8438,-0.02080000000000004
Im Jahr 2011 verlagerte sich FFP von der Konzentration auf die Schulden der Klubs auf die Überwachung ihrer Verluste.,"In 2011, FFP shifted from focusing on clubs' debts to monitoring their losses instead.","In 2011, FFP shifted from focusing on the debts of clubs to monitoring their losses.","In 2011, FFP shifted from focusing on clubs' debts to focusing on their losses.","In 2011, football finance moved to monitoring their losses.",0.741,58.57,70.98,22.27,-36.3,0.9388,0.9317,0.7641,-0.17469999999999997
"Wenn man hingegen eine eintönige Tätigkeit ausgeübt - ""so wie die Suche nach fehlerhaften Produkten auf einem Fabrikförderband, kann Musik ablenken und dabei helfen, sich nicht gelangweilt zu fühlen"".","On the other hand, when you're doing something dull, ""such as looking for bad widgets on a factory line, distracting music can help you not be bored.""","If, on the other hand, one is engaged in a monotonous activity - ""such as the search for defective products on a factory conveyor belt, music can distract and help not to feel bored"".","On the other hand, monotonous activity - 'like searching for faulty products on a conveyor belt, music can distract you and help you not to feel bored'.","However, repetitive activity - ""like searching for defective products on a factory conveyor belt, music can distract you and help you feel less bored.""",0.741,13.07,17.69,9.6,-3.4700000000000006,0.8129,0.7841,0.7612,-0.05169999999999997
"Bedingt durch die Preisänderungen im Inland und dem Export-Sektor, waren die Produktionspreise um 0,7% höher, als im Vormonat, und um 3,2 Prozent höher, als im Jahr 2007.","As a result of the domestic and export price changes, industrial producer prices went up by 0.7 percent compared to the previous month and by 3.2 percent in relation to the figures recorded one year earlier.","Due to the price changes in the domestic market and the export sector, the production prices were 0.7% higher, than in the previous month, and 3.2% higher, than in 2007.","Due to price changes in the domestic market and the export sector, production prices were 0.7% higher than in the previous month, and 3.2% higher than in 2007.","Due to price changes in the domestic market and the export sector, production prices were 0.7% higher than in the previous month, and 3.2% higher than in 2007. Response by translator: the translation accurately captures the meaning",0.741,7.1,6.69,5.98,-1.1199999999999992,0.774,0.7911,0.722,-0.052000000000000046
