source,reference,prediction,bleu,comet
"Bei der ""Befreiung"" ging es wiederum um die Dachneigung, die aus energetischen Gründen - anders als im Bebauungsplan vorgeschrieben - unter zehn Grad liegen soll.","The ""exemption"" on the other hand refers to the roof pitch, which for energy reasons - contrary to the stipulations in the development plan - will be less than 10 degrees.","The ""liberation"" was again about the pitch of the roof, which, for energy reasons - unlike what is stipulated in the development plan - should be less than ten degrees.",25.58,0.7587
"Der vor drei Monaten gegründete Schachclub ""Schachfreunde Bad Kissingen"" hat ein weiteres Mitglied in seinen Reihen aufgenommen, somit erhöhte sich die Mitgliederzahl auf 19 Spieler.","The ""Chess friends of Bad Kissingen"" chess club, founded three months ago, has admitted another member to its ranks, taking the number of members to 19 players.","The chess club ""Schachfreunde Bad Kissingen"", which was founded three months ago, has taken on another member, increasing the number of players to 19.",26.96,0.8628
"Auch Obama muss seinen Teil dazu beitragen, Israel zu Verhandlungen zu bewegen.",Mr Obama also has a part in getting Israel to the table.,Obama must also contribute to bringing Israel to negotiations.,7.82,0.821
"Zunächst einmal glaube ich, dass niemand von uns sich vorgestellt hat, einmal in einer großartigen Rockband zu spielen, und das auch noch über 20 Jahre lang. Das wirkt wie ein Traum.","First, I think none of us could ever imagine we'd be in a rock band and doing this for over 20 years makes it seem like a dream.","First of all, I don't think any of us ever thought we'd be in a great rock band, let alone for 20 years. It's like a dream.",21.45,0.8579
"Die Jury honorierte bei der Titelverleihung auch den Umstand, dass die Firma vorwiegend bei tschechischen Herstellern einkauft, Bürgerinitiativen in ihrer Umgebung unterstützt und nach umweltfreundlichen Prinzipien arbeitet.","The title was also awarded to the company because they preferably buy from Czech manufacturers, promote civic activities in the neighborhood and protect the environment.","The jury also appreciated the fact that the company mainly buys from Czech manufacturers, supports civic initiatives in its surroundings, and operates according to environmentally friendly principles.",11.42,0.8474
"Obwohl Kanada sich hierbei auf dem 10. Rang platziert hat, bemerkt die Studie, dass ""die medizinische Sterbebetreuung in Kanada eine Kultur hervorgebracht hat, in der die Menschen Angst haben, das Thema Tod anzuschneiden"".","Whilst Canada is placed 10th, the study notes that ""the medicalisation of death in Canada has produced a culture in which people are afraid to tackle the subject of death.","Although Canada ranked 10th, the study notes that ""medical end-of-life care in Canada has produced a culture in which people are afraid to broach the subject of death.""",61.7,0.8662
"Pelta hatte schon vor der nicht realisierten Wahl im September versprochen, er wolle sich im Falle seiner Wahl auf die Nationalmannschaft und die Gewinnung von Finanzmitteln konzentrieren.","Prior to the failed election in September, Pelta promised that if he was to win, he would focus on both the representation and gaining of financial means.","Pelta had already promised before the unsuccessful election in September that, if elected, he would focus on the national team and the acquisition of funds.",19.07,0.8254
Der Staat müsse besonnen und entschlossen zugleich auf Terrorgefahren reagieren.,He said that the state must react to the threat of terrorism with prudence and resolve.,The state must be both prudent and resolute in its response to terrorist threats.,5.78,0.8427
"Die Häuser Untersendlings konzentrieren sich um 1856 entlang der heutigen Plinganserstraße, die erst 1878 nach Georg Sebastian Plinganser benannt wurde, einem Anführer des Aufstands der bayerischen Bauern gegen Österreich 1705.","Around 1856, Untersendling's houses are concentrated along what is today Plinganserstraße, which was first named in 1878 after Georg Sebastian Plinganser, a ringleader of the Bavarian farmers' revolt against Austria in 1705.","The houses of Untersendling concentrate around 1856 along the current Plinganserstrasse, which was not named after Georg Sebastian Plinganser, a leader of the 1705 uprising of Bavarian peasants against Austria, until 1878.",21.41,0.7672
"""Viele Personen haben also Straftaten begangen, die vorher mit Rechtsextremisten gar nichts am Hut hatten, die vielleicht politisch indifferent waren oder zum Beispiel CDU, SPD oder Linke gewählt haben, die sich dann allerdings durch rechtsextremistische Stimmungsmache radikalisiert haben"".","""This means that many people have committed crimes who previously paid the far-right no heed, who might have been politically indifferent or voted for the CDU, SPD or the Left, who were then radicalised by far-right sensationalism"".","""Many people have therefore committed crimes that previously had nothing to do with right-wing extremists, who may have been politically indifferent or, for example, voted for the CDU, SPD or Left, but were radicalised by right-wing extremist propaganda"".",27.22,0.8657
"Ma seinerseits möchte sich bestätigen lassen, dass die Mehrheit der Taiwanesen seine China-Politik befürwortet.","Mr Ma, for his part, claimed confirmation that his China policy is acceptable to the Taiwanese majority.","In turn, Mr Ma wants to confirm that the majority of Taiwanese support his China policy.",11.2,0.8708
Und ohne diese ist überhaupt keine Abstimmung über die drei potenziellen Nachfolger möglich.,"Without it, voting for the three candidates will not start.","And without this, there can be no vote on the three potential successors.",6.25,0.8008
"Das wichtigste war für ihn, Mandela die Hand zu schütteln.",The most important thing was that he wanted to shake Mandela's hand.,The most important thing for him was to shake hands with Mandela.,24.71,0.8816
"Das freistehende Haus verfügt über ein Schlafzimmer, liegt an einer privaten Straße in Ipswich und wird für 120.000 £ angeboten.","On sale for £120,000, the detached one-bedroom property sits on a private road in Ipswich.","The detached house has one bedroom and is on a private road in Ipswich and is on the market for £120,000.",25.92,0.8942
"Das Parteienbündnis UDF (Union für die französische Demokratie) wird energisch und fordert die Partei Nouveau Centre auf, nicht mehr ihr Siegel zu benutzen",The UDF alliance speaks out and orders the New Centre party to stop using its acronym,The UDF (Union for French Democracy) alliance is demanding that the Nouveau Centre party stop using its logo.,10.58,0.8086
"Der Anblick der Jugendlichen war so entsetzlich, dass die Pfleger und Schwestern psychologischen Beistand brauchten.",The sight of the young girl was so horrific that the carers and nursing staff required psychological support.,The sight of the teenagers was so horrific that nurses and nuns needed psychological support.,31.92,0.8404
"Ich versuche immer, die Dinge selbst zu beurteilen; und wenn es nicht klappt, dann gehe ich in sechs Jahren wieder in den Privatsektor zurück.","I will try to make things progress, but it if does not work out, in six years I will finish and return to the private sector.","I always try to judge things myself, and if it doesn't work, I'll go back to the private sector in six years.",15.4,0.766
"""Wir stehen kurz vor einem Punkt, an dem es kein Zurück mehr gibt,"" warnte Poroshenko.","""We are close to the point of no return,"" Poroshenko warned.","""We are very close to a point of no return,"" warned Poroshenko.",44.29,0.9497
"Als Auftakt zitieren die Experten eine kürzlich veröffentlichte Umfrage der unabhängigen Gesellschaft EIU, die die Todesqualität in 40 Ländern des Erdballes miteinander verglichen hatte.","At the outset, the experts cite a recent inquiry by the Economist Intelligence Unit, which compared the quality of death in 40 countries worldwide.","The experts cite a recently published survey by the independent EIU society, which compared the quality of death in 40 countries around the world.",41.86,0.8442
"Es ist üblich für US Präsidentschaftskandidaten ihre Steuererklärungen zu veröffentlichen, obwohl sie von Gesetzes wegen nicht dazu verpflichtet sind.","It is customary for U.S. presidential candidates to make their tax returns public, although they are not required by law to do so.","It is customary for U.S. presidential candidates to release their tax returns, though they are not legally required to do so.",55.33,0.934
"Das deutsche BVT rät Führungskräften, einfache Prepaid-Handys zu verwenden, wenn sie auf Auslandsreisen gehen, weil Smartphones möglicherweise kompromittiert sein können.",Germany's BfV advises executives to consider using simple prepaid mobiles when on foreign trips because of the risk that smart phones are compromised.,The German BfV advises managers to use simple prepaid phones when travelling abroad because smartphones may be compromised.,6.12,0.8961
"In Deutschland, Frankreich und Spanien sank das Stimmungsbarometer zwar, allerdings langsamer als in den Monaten zuvor.","In Germany, France and Spain, the mood barometer did fall, but it fell more slowly than in the previous months.","In Germany, France and Spain, the mood barometer has fallen, but more slowly than in previous months.",56.04,0.9147
"Ich habe viele Menschen verloren, die ich gut kannte und die mir teuer waren.",I lost many people I knew well and they were dear for me.,I have lost many people I knew well and who were dear to me.,49.2,0.9337
"Nachbarn sagten aus, dass sie sie auf der Straße kämpfen sahen und regelmäßig die Polizei angerufen werden musste",Neighbours say they were seen fighting in the street and police were regularly called,Neighbours said they had seen them fighting on the street and had had to call the police regularly,10.52,0.9212
